n_clusters,K-Means++,SpectralClustering
2,0.3274940943480207,0.3274940943480207
3,0.2288090178506906,0.1999344017320534
4,0.21670515514682356,0.178395303632092
5,0.19326339664089962,0.1821170567771226
6,0.17853507449761202,0.18814410106942425
7,0.18772938290506336,0.16817728622082562
8,0.15794115081595544,0.17470015143233036
