0,1,2,3,4,5,6,7
0.5333333333333333,0.4666666666666667,,,,,,
0.43333333333333335,0.3333333333333333,0.23333333333333334,,,,,
0.3333333333333333,0.43333333333333335,0.2,0.03333333333333333,,,,
0.23333333333333334,0.26666666666666666,0.2,0.03333333333333333,0.26666666666666666,,,
0.16666666666666666,0.2,0.06666666666666667,0.16666666666666666,0.2,0.2,,
0.13333333333333333,0.2,0.03333333333333333,0.1,0.23333333333333334,0.16666666666666666,0.13333333333333333,
0.1,0.2,0.03333333333333333,0.16666666666666666,0.2,0.13333333333333333,0.13333333333333333,0.03333333333333333
