n_clusters,K-Means++,SpectralClustering
2,1.0970509949397067,1.0970509949397067
3,1.2902347619901233,1.3608335552292907
4,1.0760558257437995,1.2469724240156619
5,1.199582851585574,1.1941277407769413
6,1.1986031842278202,1.2324406431969746
7,1.0390738894217044,1.1647556416612475
8,1.1107921015897038,1.058904420497458
