n_clusters,K-Means++,SpectralClustering
2,5.94512281649859,5.83773208611142
3,5.559002723199366,5.538447745986801
4,5.154092636470474,5.20452714854153
5,4.679329729795405,5.041021527638237
6,4.687877402591548,4.468127999419118
7,4.480110164374456,4.5305443171910955
8,4.174563330663671,4.40416804660611
