n_clusters,K-Means++,SpectralClustering
2,2.3942695255514748,2.655226795630193
3,2.4005145073451177,2.195892883355051
4,2.0389158054136405,1.9460757230809744
5,1.8799788001113389,1.7283190015504908
6,1.7185588016540319,1.6547916088951256
7,1.495314260265909,1.432204574321131
8,1.4303501334748225,1.36202105385794
