n_clusters,K-Means++,SpectralClustering
2,4.227053216909623,3.865817888221655
3,3.5988457838518637,3.7970837551863044
4,3.568412377486341,3.83859166206876
5,3.5742055471466685,3.7764445889327516
6,3.49592387831937,3.5114702064809995
7,3.3158052489183154,3.5462899129806957
8,3.359315094709877,3.407483543627446
