n_clusters,K-Means++,SpectralClustering
2,1.8822985062074713,1.8822985062074713
3,1.9999482087047769,1.9999482087047769
4,1.827073378129616,1.845188679111801
5,1.7621837071231674,1.6945351980849306
6,1.7144359703936392,1.6372064220839757
7,1.6300637451616835,1.4980357267427908
8,1.436223973563791,1.451843118048693
