n_clusters,K-Means++,SpectralClustering
2,7.438056083173459,7.438056083173459
3,5.956591353942956,5.956591353942956
4,4.96363507358942,4.827197708083096
5,4.474067696075942,4.686408390972282
6,4.008858142687095,3.959918693759895
7,3.7211984193566723,3.928380801820325
8,3.836746067451873,3.4962756449446846
