n_clusters,K-Means++,SpectralClustering
2,2.078252026266069,2.1426112531623063
3,1.9614842080973034,1.7955136456383087
4,1.6854289819696568,1.5720696863802772
5,1.6988624531418917,1.6548981949284776
6,1.61717155983451,1.6263584208052582
7,1.4426794336265176,1.3856912834029562
8,1.5085909498717953,1.3594835898561424
