n_clusters,K-Means++,SpectralClustering
2,0.09066289485167103,0.09066289485167103
3,1.132043346769459,1.2141112945632844
4,0.9442032214048203,1.176970639651831
5,1.004896475315705,1.190055659491286
6,0.9253581736609168,1.1419192388530714
7,0.836538293345215,0.9026903638160907
8,0.8646851488716742,0.8679509950852944
