n_clusters,K-Means++,SpectralClustering
2,100.84044436207557,100.84044436207557
3,66.83731538548733,65.65828246909662
4,56.18683716167678,53.60802834770345
5,51.90968021238618,43.2312042532549
6,48.542619505314654,41.291310480526974
7,47.55973320815793,42.515393883906114
8,46.76096282630792,44.32284045148102
