n_clusters,K-Means++,SpectralClustering
2,0.10217338778196038,0.10507976600831495
3,0.10526285378674964,0.0898542559025705
4,0.08414194727547102,0.11266674065574657
5,0.10891452645824613,0.1133222020035479
6,0.1074775554568341,0.11726766119629214
7,0.10485841113472164,0.0968694050948349
8,0.0944656619180429,0.11028497535393027
