n_clusters,K-Means++,SpectralClustering
2,2.370074528160748,2.4190466142860174
3,1.9907650843921794,2.0510287317867735
4,1.9613185459530917,1.7776950048813371
5,1.6642051235052822,1.6644721438023455
6,1.4378643337950965,1.5609598818743757
7,1.4460901984250536,1.4844257881927552
8,1.3892309710850255,1.3904211409817728
