n_clusters,K-Means++,SpectralClustering
2,4.641238796417152,4.5538454052794215
3,4.568609142452098,4.282897703857348
4,4.007892660054039,4.439370592644526
5,4.1244331906007305,4.164317822678412
6,4.124112098441568,3.9875008323232795
7,3.9851044661029515,3.8122998912333963
8,3.5370734190654516,3.7193654084067655
