n_clusters,K-Means++,SpectralClustering
2,0.21320315173136348,0.21320315173136348
3,0.1622915226926698,0.1524852600072471
4,0.14288477679225664,0.15753500559077652
5,0.13802816861666312,0.1304637794601711
6,0.13539592801729403,0.12481333887139168
7,0.11236775264124878,0.1427872963724177
8,0.11664991254341586,0.14662985289360222
