n_clusters,K-Means++,SpectralClustering
2,1.5746234582886725,1.5746234582886725
3,1.6839751448054054,1.710747787892778
4,1.8276594759795217,1.5714358347108937
5,1.6003700769440314,1.5718295119254624
6,1.6253124467128355,1.518211628907933
7,1.5740256224911884,1.5114622936464719
8,1.2986584805801533,1.399990797554303
