n_clusters,K-Means++,SpectralClustering
2,0.1212341973423579,0.10936521400925246
3,0.11214887898337397,0.10504860658915925
4,0.09489561821763375,0.10562602234853309
5,0.10170160030802416,0.11942946484009116
6,0.1235507447156659,0.12772560918226422
7,0.1089703778240137,0.14613804240671102
8,0.11238732155112437,0.14476474330147374
