n_clusters,K-Means++,SpectralClustering
2,5.316502192229701,4.8752429372039465
3,4.708994586311417,4.348276155264851
4,3.8916770120709376,4.164589871024758
5,3.842911378054499,4.1698297466896275
6,3.963257213543787,4.225866759485595
7,3.7935704798412475,4.138291721826719
8,3.7362062678879315,3.522817528888427
