n_clusters,K-Means++,SpectralClustering
2,0.123287549803736,0.10936521400925238
3,0.10192545557604678,0.1009133322537963
4,0.0913728965444065,0.10562602234853309
5,0.09156924959756371,0.09796674113477413
6,0.11198361751369584,0.13166392300024785
7,0.09998679604859655,0.14776335025230322
8,0.14232144067615915,0.1321680461933671
