n_clusters,K-Means++,SpectralClustering
2,6.7315286268006185,6.7315286268006185
3,6.104317232078543,6.1723789015905695
4,5.310185728765168,5.522834189754307
5,5.458095172336969,5.447086512716546
6,5.013460214061091,5.572804991016706
7,4.9440853664241455,5.21147300949484
8,5.045001628663799,5.103357337076778
