n_clusters,K-Means++,SpectralClustering
2,0.5087657866782347,0.5087657866782347
3,0.49121779497540013,0.49999379815359407
4,0.5138125336257936,0.5447931203890082
5,0.49940258740322463,0.5070077298774766
6,0.505260786497011,0.4932090273462861
7,0.423278646255869,0.46846790454480397
8,0.4047882101998657,0.46931719071111877
