n_clusters,K-Means++,SpectralClustering
2,3.4692558011367987,3.1739781234188578
3,3.31259644196087,3.274253897645841
4,3.4024820797874247,3.225315322946184
5,3.1180530751733393,3.0982672533176667
6,3.156640887645448,3.157047043332957
7,3.1429133803322524,2.7820847307655847
8,2.946654589491731,2.6686310154027186
