n_clusters,K-Means++,SpectralClustering
2,2.232197010344649,2.841812329540213
3,2.088533127583964,2.164146519061617
4,1.8939516025463061,2.1363591112345546
5,1.977859280639203,2.0033108391202656
6,1.7276755755089468,1.7037101606279537
7,1.5993426980044059,1.6781944317141686
8,1.403331032804032,1.5708356401446903
