n_clusters,K-Means++,SpectralClustering
2,4.92197400325021,4.888908834269954
3,4.934113138697364,4.537818476972373
4,3.9561210612560944,3.783554087143666
5,4.010012355271072,3.777877436065411
6,4.053627873826802,3.82819089673231
7,3.882143727169288,4.444809613673906
8,4.069098681655542,3.897768349473886
