n_clusters,K-Means++,SpectralClustering
2,2.2844195302332913,1.990103613757237
3,1.8293508725058967,2.088122747151923
4,1.8658843480625777,1.9935877329629992
5,1.5663731025589211,1.7696409648199913
6,1.3069899924751056,1.6145800821691665
7,1.4998807618498158,1.2915950594396666
8,1.4285647945966873,1.3231941210100504
