n_clusters,K-Means++,SpectralClustering
2,0.5948889018511654,0.5982127507985273
3,0.5927933187213837,0.5282825424276675
4,0.5582813795416488,0.471290452362991
5,0.5424169560501445,0.5424169560501445
6,0.5665996246845426,0.47755487327736357
7,0.5585821300350546,0.3525534162977693
8,0.6155264807020835,0.28953764301977025
