n_clusters,K-Means++,SpectralClustering
2,4.617363639268218,4.602593035620492
3,4.166068870562792,4.296641598346716
4,3.752206487316561,4.121285500188789
5,3.847895919100192,3.7418280191126803
6,3.897431886596509,3.9262377690405534
7,3.7514989138734665,4.0970887920666295
8,3.744296143315168,3.8317131278998944
