n_clusters,K-Means++,SpectralClustering
2,7.102989555207813,6.166710220643693
3,5.76801960871526,5.575464134542854
4,4.997270106313442,4.6215005767111705
5,4.750057265723679,4.481630485778173
6,4.409777968406349,4.236258831832874
7,4.373659189300499,3.9878611492131864
8,4.127037730153479,4.000624057270835
