n_clusters,K-Means++,SpectralClustering
2,0.1395364896667767,0.13613517171154346
3,0.1295080349754017,0.10662610840150795
4,0.11855328543644743,0.11057875455044322
5,0.09164804889668976,0.11365977584845705
6,0.09522159187274688,0.1157224234216571
7,0.1068540050240406,0.1011104958896342
8,0.09613393849842104,0.08985646811396197
