n_clusters,K-Means++,SpectralClustering
2,0.07286371769760928,0.06505741075176058
3,0.06511720545298844,0.07388525444075049
4,0.05661490785594587,0.08214476518136285
5,0.056134566925926783,0.08610512262045167
6,0.07997632770983802,0.0901903055834013
7,0.04736340847539015,0.0971844945654544
8,0.06239950881412026,0.09100744141457699
