n_clusters,K-Means++,SpectralClustering
2,2.753819768094003,2.701683280783742
3,2.521225823469495,2.3743235327570487
4,2.129117015247768,2.122479837707404
5,1.9814558519109482,1.973287263571553
6,1.866203258884858,1.8523187061978923
7,1.6963371826155726,1.657675286789813
8,1.6754430208119842,1.5469227466864321
