n_clusters,K-Means++,SpectralClustering
2,0.6845528793064342,0.6845528793064342
3,2.0438538646465645,1.9337399192614757
4,2.056061394188526,1.829763254717534
5,1.8986090349050844,1.74470522648152
6,1.6979000688687622,1.5707377524402835
7,1.6537166678933986,1.4407035902843235
8,1.538397936468475,1.5136318891116027
