n_clusters,K-Means++,SpectralClustering
2,7.481885109483681,7.481885109483681
3,5.343243005035854,6.1799795836205025
4,4.861168968062616,5.372654969277524
5,4.493807888893698,4.897649153082239
6,4.340192237202735,4.475281727735198
7,4.042364570410868,4.296689694479622
8,3.9595119172798516,4.048574635662646
