n_clusters,K-Means++,SpectralClustering
2,2.7908082038384023,2.719427303530416
3,2.3391387677710616,2.235603201036373
4,2.124450873780344,2.1250323695551034
5,1.8976880705518309,1.8455764044980065
6,1.7929223974539497,1.6983221678662854
7,1.766505550961656,1.5931854065063777
8,1.5649646730497757,1.6109845804093814
