n_clusters,K-Means++,SpectralClustering
2,0.0754575832426861,0.08194431945860485
3,0.08193526774761192,0.08864258190190792
4,0.06670358633668998,0.07026284354676565
5,0.06223305596127144,0.092688386425768
6,0.0464039464529219,0.09608287383697227
7,0.06761285317557438,0.09749796934758512
8,0.0839407076105539,0.06620165636233018
