n_clusters,K-Means++,SpectralClustering
2,3.504600900292694,3.6144838638273957
3,3.3850542183598127,3.6035447835608476
4,2.974828629475069,3.0487851684001166
5,2.810430431942198,3.334477710490121
6,2.625290660899056,3.177557733355079
7,2.6876081733650112,3.0257183241474377
8,2.7614490292281455,2.6065288024921975
