n_clusters,K-Means++,SpectralClustering
2,2.934680801965945,3.0954670157400477
3,2.506503914888995,2.486442944560373
4,2.2526472740236456,2.2075956920274833
5,1.9673291676707987,1.8538037155116336
6,1.712578597862822,1.6732947383842527
7,1.7123176289827486,1.6063962625265373
8,1.6614199319517047,1.5419929000860035
