n_clusters,K-Means++,SpectralClustering
2,3.0557951488971384,2.799013113590044
3,3.1242405793745363,3.10460057858619
4,3.020762366658214,2.927625896377258
5,2.844058110405486,3.1700642216878347
6,2.997069166427277,3.0201003187930517
7,2.8598388898886937,3.0490249155052185
8,2.691890686431811,2.82898743816658
