n_clusters,K-Means++,SpectralClustering
2,0.06963574042337808,0.06078079635785791
3,0.06512220271125427,0.06650018991568983
4,0.06756975277885241,0.06932747586021701
5,0.07502441329791083,0.07510339823762842
6,0.08078233036660329,0.0770464164279795
7,0.06434262983862989,0.08904726360616184
8,0.08029705719148189,0.08309447493195826
