n_clusters,K-Means++,SpectralClustering
2,2.542689241546767,2.6260383654106962
3,2.2976383462987613,2.399958799804971
4,2.250845917625626,2.158726432595879
5,1.8386823491797866,1.9301545139554475
6,1.7913032384439092,1.8073604215344734
7,1.607323965199921,1.733186658900618
8,1.6422019062740647,1.6149783845950771
