n_clusters,K-Means++,SpectralClustering
2,0.12619254014710576,0.1286636051290532
3,0.10483703832548327,0.10707390099330032
4,0.11489277288140015,0.12154223594740568
5,0.12213840555432261,0.1198767050024463
6,0.10880921174654304,0.1290200549521753
7,0.10826105580783142,0.12530660120084652
8,0.13470740599218725,0.11793665272355268
