n_clusters,K-Means++,SpectralClustering
2,4.858210657357877,5.239213221306124
3,4.431612836425137,4.418114552062813
4,4.010825573947477,4.233043280468508
5,3.904911312251078,4.1653521553075725
6,3.889695741837466,3.8123741299212117
7,3.7568423523254264,3.9823609383814063
8,3.964523133931216,3.799653635980473
